Purchase_Order_Details_Id,Purchase_Order_Id,Item_Num,Quantity
5966,1194,H014,17
5967,1194,C004,75
5968,1194,P040,52
5969,1194,F023,46
5970,1194,T020,95
5971,1195,H031,99
5972,1195,C005,67
5973,1195,P041,26
5974,1195,F024,44
5975,1195,T021,12
5976,1196,H032,93
5977,1196,C006,50
5978,1196,P042,94
5979,1196,F031,13
5980,1196,T022,88
5981,1197,H033,39
5982,1197,E001,98
5983,1197,P043,14
5984,1197,F032,57
5985,1197,T023,13
5986,1198,P010,81
5987,1198,E002,45
5988,1198,P044,70
5989,1198,F033,70
5990,1198,T024,50
5991,1199,P011,52
5992,1199,E003,51
5993,1199,P045,68
5994,1199,F034,75
5995,1199,T025,43
5996,1200,P012,80
5997,1200,E004,22
5998,1200,P046,17
5999,1200,F035,24
6000,1200,T100,95
6001,1201,P013,45
6002,1201,E005,30
6003,1201,R001,33
6004,1201,H011,98
6005,1201,C001,71
6006,1202,P014,48
6007,1202,E006,74
6008,1202,R002,61
6009,1202,H012,49
6010,1202,C002,82
6011,1203,P015,93
6012,1203,E007,16
6013,1203,S010,12
6014,1203,H013,39
6015,1203,C003,70
6016,1204,P016,28
6017,1204,E008,39
6018,1204,S011,66
6019,1204,H014,12
6020,1204,C004,16
6021,1205,P020,20
6022,1205,E020,97
6023,1205,S012,60
6024,1205,H031,83
6025,1205,C005,55
6026,1206,P021,15
6027,1206,E021,18
6028,1206,S020,35
6029,1206,H032,74
6030,1206,C006,100
6031,1207,P030,64
6032,1207,E030,71
6033,1207,S021,77
6034,1207,H033,99
6035,1207,E001,36
6036,1208,P031,82
6037,1208,E031,88
6038,1208,S022,21
6039,1208,P010,50
6040,1208,E002,26
6041,1209,P032,85
6042,1209,E032,91
6043,1209,S023,48
6044,1209,P011,77
6045,1209,E003,82
6046,1210,P033,44
6047,1210,E033,40
6048,1210,S040,84
6049,1210,P012,69
6050,1210,E004,20
6051,1211,P034,35
6052,1211,E034,33
6053,1211,S041,72
6054,1211,P013,23
6055,1211,E005,78
6056,1212,P035,74
6057,1212,E035,48
6058,1212,S100,19
6059,1212,P014,68
6060,1212,E006,27
6061,1213,P036,80
6062,1213,E036,79
6063,1213,S101,66
6064,1213,P015,73
6065,1213,E007,68
6066,1214,P037,37
6067,1214,F020,32
6068,1214,T001,88
6069,1214,P016,32
6070,1214,E008,80
6071,1215,P038,29
6072,1215,F021,78
6073,1215,T002,64
6074,1215,P020,57
6075,1215,E020,81
6076,1216,P039,66
6077,1216,F022,86
6078,1216,T003,78
6079,1216,P021,22
6080,1216,E021,52
6081,1217,P040,93
6082,1217,F023,26
6083,1217,T020,95
6084,1217,P030,84
6085,1217,E030,90
6086,1218,P041,94
6087,1218,F024,60
6088,1218,T021,65
6089,1218,P031,45
6090,1218,E031,73
6091,1219,P042,18
6092,1219,F031,52
6093,1219,T022,97
6094,1219,P032,68
6095,1219,E032,25
6096,1220,P043,90
6097,1220,F032,65
6098,1220,T023,99
6099,1220,P033,80
6100,1220,E033,87
6101,1221,P044,99
6102,1221,F033,88
6103,1221,T024,48
6104,1221,P034,38
6105,1221,E034,53
6106,1222,P045,63
6107,1222,F034,76
6108,1222,T025,62
6109,1222,P035,77
6110,1222,E035,92
6111,1223,P046,52
6112,1223,F035,94
6113,1223,T100,28
6114,1223,P036,39
6115,1223,E036,23
6116,1224,R001,81
6117,1224,H011,97
6118,1224,C001,20
6119,1224,P037,11
6120,1224,F020,58
6121,1225,R002,61
6122,1225,H012,74
6123,1225,C002,70
6124,1225,P038,97
6125,1225,F021,22
6126,1226,S010,49
6127,1226,H013,83
6128,1226,C003,49
6129,1226,P039,75
6130,1226,F022,69
6131,1227,S011,34
6132,1227,H014,65
6133,1227,C004,61
6134,1227,P040,11
6135,1227,F023,86
6136,1228,S012,43
6137,1228,H031,61
6138,1228,C005,89
6139,1228,P041,83
6140,1228,F024,41
6141,1229,S020,59
6142,1229,H032,28
6143,1229,C006,69
6144,1229,P042,60
6145,1229,F031,70
6146,1230,S021,81
6147,1230,H033,64
6148,1230,E001,59
6149,1230,P043,32
6150,1230,F032,51
6151,1231,S022,68
6152,1231,P010,27
6153,1231,E002,20
6154,1231,P044,71
6155,1231,F033,16
6156,1232,S023,11
6157,1232,P011,27
6158,1232,E003,95
6159,1232,P045,38
6160,1232,F034,63
6161,1233,S040,96
6162,1233,P012,83
6163,1233,E004,15
6164,1233,P046,14
6165,1233,F035,61
6166,1234,S041,96
6167,1234,P013,69
6168,1234,E005,63
6169,1234,R001,91
6170,1234,H011,42
6171,1235,S100,90
6172,1235,P014,41
6173,1235,E006,34
6174,1235,R002,23
6175,1235,H012,57
6176,1236,S101,78
6177,1236,P015,34
6178,1236,E007,21
6179,1236,S010,74
6180,1236,H013,37
6181,1237,T001,74
6182,1237,P016,30
6183,1237,E008,27
6184,1237,S011,95
6185,1237,H014,51
6186,1238,T002,93
6187,1238,P020,78
6188,1238,E020,59
6189,1238,S012,80
6190,1238,H031,20
6191,1239,T003,38
6192,1239,P021,48
6193,1239,E021,42
6194,1239,S020,92
6195,1239,H032,24
6196,1240,T020,66
6197,1240,P030,57
6198,1240,E030,99
6199,1240,S021,66
6200,1240,H033,37
6201,1241,T021,58
6202,1241,P031,37
6203,1241,E031,61
6204,1241,S022,80
6205,1241,P010,37
6206,1242,T022,52
6207,1242,P032,25
6208,1242,E032,37
6209,1242,S023,64
6210,1242,P011,34
6211,1243,T023,98
6212,1243,P033,32
6213,1243,E033,40
6214,1243,S040,81
6215,1243,P012,62
6216,1244,T024,93
6217,1244,P034,29
6218,1244,E034,25
6219,1244,S041,65
6220,1244,P013,42
6221,1245,T025,27
6222,1245,P035,74
6223,1245,E035,82
6224,1245,S100,70
6225,1245,P014,45
6226,1246,T100,23
6227,1246,P036,47
6228,1246,E036,97
6229,1246,S101,21
6230,1246,P015,10
6231,1247,C001,12
6232,1247,P037,21
6233,1247,F020,15
6234,1247,T001,62
6235,1247,P016,30
6236,1248,C002,79
6237,1248,P038,90
6238,1248,F021,62
6239,1248,T002,29
6240,1248,P020,37
6241,1249,C003,25
6242,1249,P039,61
6243,1249,F022,53
6244,1249,T003,82
6245,1249,P021,81
6246,1250,C004,78
6247,1250,P040,79
6248,1250,F023,99
6249,1250,T020,19
6250,1250,P030,45
6251,1251,C005,63
6252,1251,P041,68
6253,1251,F024,90
6254,1251,T021,45
6255,1251,P031,74
6256,1252,C006,95
6257,1252,P042,54
6258,1252,F031,90
6259,1252,T022,62
6260,1252,P032,17
6261,1253,E001,15
6262,1253,P043,24
6263,1253,F032,53
6264,1253,T023,35
6265,1253,P033,25
6266,1254,E002,24
6267,1254,P044,94
6268,1254,F033,77
6269,1254,T024,34
6270,1254,P034,61
6271,1255,E003,86
6272,1255,P045,96
6273,1255,F034,60
6274,1255,T025,94
6275,1255,P035,59
6276,1256,E004,81
6277,1256,P046,71
6278,1256,F035,100
6279,1256,T100,37
6280,1256,P036,88
6281,1257,E005,17
6282,1257,R001,76
6283,1257,H011,42
6284,1257,C001,73
6285,1257,P037,20
6286,1258,E006,63
6287,1258,R002,10
6288,1258,H012,25
6289,1258,C002,55
6290,1258,P038,56
6291,1259,E007,90
6292,1259,S010,94
6293,1259,H013,49
6294,1259,C003,29
6295,1259,P039,15
6296,1260,E008,92
6297,1260,S011,84
6298,1260,H014,96
6299,1260,C004,27
6300,1260,P040,51
6301,1261,E020,44
6302,1261,S012,88
6303,1261,H031,81
6304,1261,C005,47
6305,1261,P041,51
6306,1262,E021,100
6307,1262,S020,73
6308,1262,H032,28
6309,1262,C006,39
6310,1262,P042,28
6311,1263,E030,53
6312,1263,S021,79
6313,1263,H033,72
6314,1263,E001,42
6315,1263,P043,52
6316,1264,E031,76
6317,1264,S022,11
6318,1264,P010,68
6319,1264,E002,11
6320,1264,P044,24
6321,1265,E032,66
6322,1265,S023,58
6323,1265,P011,67
6324,1265,E003,38
6325,1265,P045,99
6326,1266,E033,78
6327,1266,S040,86
6328,1266,P012,47
6329,1266,E004,91
6330,1266,P046,29
6331,1267,E034,13
6332,1267,S041,60
6333,1267,P013,86
6334,1267,E005,93
6335,1267,R001,93
6336,1268,E035,52
6337,1268,S100,34
6338,1268,P014,36
6339,1268,E006,100
6340,1268,R002,97
6341,1269,E036,44
6342,1269,S101,84
6343,1269,P015,10
6344,1269,E007,57
6345,1269,S010,44
6346,1270,F020,13
6347,1270,T001,94
6348,1270,P016,41
6349,1270,E008,19
6350,1270,S011,92
6351,1271,F021,57
6352,1271,T002,20
6353,1271,P020,38
6354,1271,E020,34
6355,1271,S012,37
6356,1272,F022,21
6357,1272,T003,32
6358,1272,P021,47
6359,1272,E021,100
6360,1272,S020,77
6361,1273,F023,61
6362,1273,T020,82
6363,1273,P030,53
6364,1273,E030,49
6365,1273,S021,58
6366,1274,F024,50
6367,1274,T021,10
6368,1274,P031,86
6369,1274,E031,66
6370,1274,S022,36
6371,1275,F031,13
6372,1275,T022,35
6373,1275,P032,64
6374,1275,E032,59
6375,1275,S023,55
6376,1276,F032,87
6377,1276,T023,76
6378,1276,P033,57
6379,1276,E033,43
6380,1276,S040,26
6381,1277,F033,64
6382,1277,T024,44
6383,1277,P034,22
6384,1277,E034,57
6385,1277,S041,46
6386,1278,F034,53
6387,1278,T025,46
6388,1278,P035,17
6389,1278,E035,53
6390,1278,S100,68
6391,1279,F035,88
6392,1279,T100,25
6393,1279,P036,90
6394,1279,E036,29
6395,1279,S101,90
6396,1280,H011,44
6397,1280,C001,49
6398,1280,P037,98
6399,1280,F020,88
6400,1280,T001,64
6401,1281,H012,90
6402,1281,C002,70
6403,1281,P038,21
6404,1281,F021,58
6405,1281,T002,33
6406,1282,H013,43
6407,1282,C003,70
6408,1282,P039,60
6409,1282,F022,75
6410,1282,T003,39
6411,1283,H014,49
6412,1283,C004,15
6413,1283,P040,89
6414,1283,F023,41
6415,1283,T020,82
6416,1284,H031,74
6417,1284,C005,76
6418,1284,P041,74
6419,1284,F024,98
6420,1284,T021,29
6421,1285,H032,25
6422,1285,C006,84
6423,1285,P042,11
6424,1285,F031,18
6425,1285,T022,74
6426,1286,H033,10
6427,1286,E001,49
6428,1286,P043,38
6429,1286,F032,59
6430,1286,T023,33
6431,1287,P010,69
6432,1287,E002,40
6433,1287,P044,34
6434,1287,F033,69
6435,1287,T024,60
6436,1288,P011,43
6437,1288,E003,54
6438,1288,P045,31
6439,1288,F034,81
6440,1288,T025,29
6441,1289,P012,44
6442,1289,E004,58
6443,1289,P046,96
6444,1289,F035,87
6445,1289,T100,74
6446,1290,P013,32
6447,1290,E005,30
6448,1290,R001,32
6449,1290,H011,46
6450,1290,C001,30
6451,1291,P014,37
6452,1291,E006,87
6453,1291,R002,63
6454,1291,H012,21
6455,1291,C002,54
6456,1292,P015,12
6457,1292,E007,84
6458,1292,S010,90
6459,1292,H013,77
6460,1292,C003,82
6461,1293,P016,20
6462,1293,E008,44
6463,1293,S011,95
6464,1293,H014,39
6465,1293,C004,14
6466,1294,P020,14
6467,1294,E020,94
6468,1294,S012,76
6469,1294,H031,51
6470,1294,C005,100
6471,1295,P021,63
6472,1295,E021,75
6473,1295,S020,63
6474,1295,H032,28
6475,1295,C006,13
6476,1296,P030,84
6477,1296,E030,27
6478,1296,S021,45
6479,1296,H033,24
6480,1296,E001,54
6481,1297,P031,27
6482,1297,E031,32
6483,1297,S022,97
6484,1297,P010,38
6485,1297,E002,13
6486,1298,P032,63
6487,1298,E032,29
6488,1298,S023,10
6489,1298,P011,94
6490,1298,E003,95
6491,1299,P033,77
6492,1299,E033,71
6493,1299,S040,33
6494,1299,P012,57
6495,1299,E004,49
6496,1300,P034,21
6497,1300,E034,66
6498,1300,S041,48
6499,1300,P013,85
6500,1300,E005,63
6501,1301,P035,72
6502,1301,E035,21
6503,1301,S100,87
6504,1301,P014,96
6505,1301,E006,41
6506,1302,P036,47
6507,1302,E036,10
6508,1302,S101,94
6509,1302,P015,52
6510,1302,E007,61
6511,1303,P037,71
6512,1303,F020,49
6513,1303,T001,44
6514,1303,P016,34
6515,1303,E008,63
6516,1304,P038,10
6517,1304,F021,56
6518,1304,T002,72
6519,1304,P020,61
6520,1304,E020,92
6521,1305,P039,12
6522,1305,F022,27
6523,1305,T003,38
6524,1305,P021,67
6525,1305,E021,19
6526,1306,P040,49
6527,1306,F023,14
6528,1306,T020,67
6529,1306,P030,77
6530,1306,E030,19
6531,1307,P041,78
6532,1307,F024,66
6533,1307,T021,55
6534,1307,P031,46
6535,1307,E031,77
6536,1308,P042,43
6537,1308,F031,21
6538,1308,T022,15
6539,1308,P032,69
6540,1308,E032,99
6541,1309,P043,54
6542,1309,F032,17
6543,1309,T023,67
6544,1309,P033,13
6545,1309,E033,19
6546,1310,P044,15
6547,1310,F033,39
6548,1310,T024,18
6549,1310,P034,27
6550,1310,E034,24
6551,1311,P045,31
6552,1311,F034,34
6553,1311,T025,41
6554,1311,P035,53
6555,1311,E035,77
6556,1312,P046,53
6557,1312,F035,16
6558,1312,T100,83
6559,1312,P036,93
6560,1312,E036,87
6561,1313,R001,61
6562,1313,H011,43
6563,1313,C001,79
6564,1313,P037,33
6565,1313,F020,27
6566,1314,R002,67
6567,1314,H012,35
6568,1314,C002,94
6569,1314,P038,28
6570,1314,F021,83
6571,1315,S010,41
6572,1315,H013,26
6573,1315,C003,14
6574,1315,P039,79
6575,1315,F022,53
6576,1316,S011,82
6577,1316,H014,40
6578,1316,C004,91
6579,1316,P040,40
6580,1316,F023,11
6581,1317,S012,95
6582,1317,H031,48
6583,1317,C005,64
6584,1317,P041,77
6585,1317,F024,76
6586,1318,S020,28
6587,1318,H032,88
6588,1318,C006,100
6589,1318,P042,56
6590,1318,F031,83
6591,1319,S021,14
6592,1319,H033,28
6593,1319,E001,15
6594,1319,P043,44
6595,1319,F032,40
6596,1320,S022,48
6597,1320,P010,75
6598,1320,E002,57
6599,1320,P044,42
6600,1320,F033,68
6601,1321,S023,63
6602,1321,P011,26
6603,1321,E003,77
6604,1321,P045,71
6605,1321,F034,91
6606,1322,S040,70
6607,1322,P012,79
6608,1322,E004,10
6609,1322,P046,96
6610,1322,F035,72
6611,1323,S041,33
6612,1323,P013,80
6613,1323,E005,14
6614,1323,R001,79
6615,1323,H011,64
6616,1324,S100,72
6617,1324,P014,68
6618,1324,E006,69
6619,1324,R002,24
6620,1324,H012,80
6621,1325,S101,95
6622,1325,P015,19
6623,1325,E007,87
6624,1325,S010,93
6625,1325,H013,49
6626,1326,T001,51
6627,1326,P016,19
6628,1326,E008,49
6629,1326,S011,53
6630,1326,H014,23
6631,1327,T002,37
6632,1327,P020,100
6633,1327,E020,73
6634,1327,S012,53
6635,1327,H031,42
6636,1328,T003,91
6637,1328,P021,100
6638,1328,E021,63
6639,1328,S020,20
6640,1328,H032,67
6641,1329,T020,12
6642,1329,P030,66
6643,1329,E030,100
6644,1329,S021,19
6645,1329,H033,19
6646,1330,T021,71
6647,1330,P031,97
6648,1330,E031,74
6649,1330,S022,25
6650,1330,P010,44
6651,1331,T022,64
6652,1331,P032,55
6653,1331,E032,80
6654,1331,S023,88
6655,1331,P011,81
6656,1332,T023,36
6657,1332,P033,85
6658,1332,E033,35
6659,1332,S040,47
6660,1332,P012,37
6661,1333,T024,17
6662,1333,P034,91
6663,1333,E034,10
6664,1333,S041,47
6665,1333,P013,88
6666,1334,T025,17
6667,1334,P035,38
6668,1334,E035,62
6669,1334,S100,74
6670,1334,P014,28
6671,1335,T100,81
6672,1335,P036,43
6673,1335,E036,74
6674,1335,S101,59
6675,1335,P015,64
6676,1336,C001,91
6677,1336,P037,72
6678,1336,F020,16
6679,1336,T001,56
6680,1336,P016,66
6681,1337,C002,65
6682,1337,P038,99
6683,1337,F021,16
6684,1337,T002,47
6685,1337,P020,80
6686,1338,C003,74
6687,1338,P039,92
6688,1338,F022,21
6689,1338,T003,44
6690,1338,P021,69
6691,1339,C004,44
6692,1339,P040,57
6693,1339,F023,34
6694,1339,T020,34
6695,1339,P030,33
6696,1340,C005,38
6697,1340,P041,97
6698,1340,F024,45
6699,1340,T021,91
6700,1340,P031,28
6701,1341,C006,89
6702,1341,P042,35
6703,1341,F031,86
6704,1341,T022,13
6705,1341,P032,90
6706,1342,E001,37
6707,1342,P043,15
6708,1342,F032,32
6709,1342,T023,66
6710,1342,P033,41
6711,1343,E002,61
6712,1343,P044,78
6713,1343,F033,90
6714,1343,T024,70
6715,1343,P034,19
6716,1344,E003,14
6717,1344,P045,95
6718,1344,F034,15
6719,1344,T025,85
6720,1344,P035,31
6721,1345,E004,85
6722,1345,P046,62
6723,1345,F035,94
6724,1345,T100,63
6725,1345,P036,37
6726,1346,E005,20
6727,1346,R001,50
6728,1346,H011,19
6729,1346,C001,29
6730,1346,P037,46
6731,1347,E006,78
6732,1347,R002,66
6733,1347,H012,57
6734,1347,C002,99
6735,1347,P038,99
6736,1348,E007,11
6737,1348,S010,51
6738,1348,H013,95
6739,1348,C003,92
6740,1348,P039,43
6741,1349,E008,55
6742,1349,S011,14
6743,1349,H014,21
6744,1349,C004,31
6745,1349,P040,98
6746,1350,E020,79
6747,1350,S012,37
6748,1350,H031,10
6749,1350,C005,78
6750,1350,P041,33
6751,1351,E021,22
6752,1351,S020,14
6753,1351,H032,88
6754,1351,C006,11
6755,1351,P042,14
6756,1352,E030,70
6757,1352,S021,82
6758,1352,H033,17
6759,1352,E001,68
6760,1352,P043,51
6761,1353,E031,29
6762,1353,S022,87
6763,1353,P010,22
6764,1353,E002,48
6765,1353,P044,18
6766,1354,E032,85
6767,1354,S023,29
6768,1354,P011,20
6769,1354,E003,47
6770,1354,P045,33
6771,1355,E033,42
6772,1355,S040,62
6773,1355,P012,21
6774,1355,E004,72
6775,1355,P046,70
6776,1356,E034,22
6777,1356,S041,44
6778,1356,P013,27
6779,1356,E005,89
6780,1356,R001,25
6781,1357,E035,24
6782,1357,S100,19
6783,1357,P014,100
6784,1357,E006,89
6785,1357,R002,43
6786,1358,E036,78
6787,1358,S101,34
6788,1358,P015,16
6789,1358,E007,42
6790,1358,S010,41
6791,1359,F020,82
6792,1359,T001,53
6793,1359,P016,34
6794,1359,E008,76
6795,1359,S011,55
6796,1360,F021,73
6797,1360,T002,80
6798,1360,P020,56
6799,1360,E020,41
6800,1360,S012,11
6801,1361,F022,73
6802,1361,T003,26
6803,1361,P021,41
6804,1361,E021,70
6805,1361,S020,55
6806,1362,F023,53
6807,1362,T020,47
6808,1362,P030,69
6809,1362,E030,61
6810,1362,S021,30
6811,1363,F024,96
6812,1363,T021,66
6813,1363,P031,85
6814,1363,E031,24
6815,1363,S022,67
6816,1364,F031,34
6817,1364,T022,41
6818,1364,P032,56
6819,1364,E032,90
6820,1364,S023,66
6821,1365,F032,97
6822,1365,T023,99
6823,1365,P033,76
6824,1365,E033,11
6825,1365,S040,72
6826,1366,F033,20
6827,1366,T024,12
6828,1366,P034,39
6829,1366,E034,33
6830,1366,S041,84
6831,1367,F034,67
6832,1367,T025,49
6833,1367,P035,85
6834,1367,E035,88
6835,1367,S100,29
6836,1368,F035,85
6837,1368,T100,60
6838,1368,P036,25
6839,1368,E036,70
6840,1368,S101,56
6841,1369,H011,61
6842,1369,C001,83
6843,1369,P037,98
6844,1369,F020,27
6845,1369,T001,77
6846,1370,H012,49
6847,1370,C002,51
6848,1370,P038,68
6849,1370,F021,97
6850,1370,T002,74
6851,1371,H013,64
6852,1371,C003,56
6853,1371,P039,15
6854,1371,F022,51
6855,1371,T003,89
6856,1372,H014,52
6857,1372,C004,41
6858,1372,P040,44
6859,1372,F023,82
6860,1372,T020,77
6861,1373,H031,59
6862,1373,C005,51
6863,1373,P041,54
6864,1373,F024,68
6865,1373,T021,30
6866,1374,H032,65
6867,1374,C006,48
6868,1374,P042,72
6869,1374,F031,75
6870,1374,T022,72
6871,1375,H033,54
6872,1375,E001,50
6873,1375,P043,59
6874,1375,F032,46
6875,1375,T023,25
6876,1376,P010,89
6877,1376,E002,68
6878,1376,P044,65
6879,1376,F033,83
6880,1376,T024,90
6881,1377,P011,42
6882,1377,E003,63
6883,1377,P045,82
6884,1377,F034,41
6885,1377,T025,83
6886,1378,P012,31
6887,1378,E004,91
6888,1378,P046,32
6889,1378,F035,32
6890,1378,T100,98
6891,1379,P013,99
6892,1379,E005,11
6893,1379,R001,34
6894,1379,H011,100
6895,1379,C001,75
6896,1380,P014,60
6897,1380,E006,57
6898,1380,R002,66
6899,1380,H012,90
6900,1380,C002,27
6901,1381,P015,22
6902,1381,E007,87
6903,1381,S010,75
6904,1381,H013,61
6905,1381,C003,61
6906,1382,P016,13
6907,1382,E008,16
6908,1382,S011,54
6909,1382,H014,32
6910,1382,C004,61
6911,1383,P020,97
6912,1383,E020,54
6913,1383,S012,13
6914,1383,H031,99
6915,1383,C005,16
6916,1384,P021,16
6917,1384,E021,72
6918,1384,S020,37
6919,1384,H032,85
6920,1384,C006,47
6921,1385,P030,25
6922,1385,E030,35
6923,1385,S021,62
6924,1385,H033,35
6925,1385,E001,11
6926,1386,P031,41
6927,1386,E031,21
6928,1386,S022,57
6929,1386,P010,66
6930,1386,E002,36
6931,1387,P032,43
6932,1387,E032,43
6933,1387,S023,73
6934,1387,P011,43
6935,1387,E003,73
6936,1388,P033,62
6937,1388,E033,78
6938,1388,S040,89
6939,1388,P012,68
6940,1388,E004,43
6941,1389,P034,25
6942,1389,E034,42
6943,1389,S041,95
6944,1389,P013,39
6945,1389,E005,24
6946,1390,P035,80
6947,1390,E035,31
6948,1390,S100,83
6949,1390,P014,56
6950,1390,E006,54
6951,1391,P036,94
6952,1391,E036,20
6953,1391,S101,80
6954,1391,P015,85
6955,1391,E007,82
6956,1392,P037,62
6957,1392,F020,77
6958,1392,T001,17
6959,1392,P016,61
6960,1392,E008,40
6961,1393,P038,78
6962,1393,F021,50
6963,1393,T002,17
6964,1393,P020,20
6965,1393,E020,40
6966,1394,P039,82
6967,1394,F022,44
6968,1394,T003,96
6969,1394,P021,18
6970,1394,E021,50
6971,1395,P040,35
6972,1395,F023,68
6973,1395,T020,67
6974,1395,P030,57
6975,1395,E030,18
6976,1396,P041,88
6977,1396,F024,71
6978,1396,T021,32
6979,1396,P031,10
6980,1396,E031,13
6981,1397,P042,48
6982,1397,F031,20
6983,1397,T022,38
6984,1397,P032,63
6985,1397,E032,91
6986,1398,P043,96
6987,1398,F032,36
6988,1398,T023,13
6989,1398,P033,11
6990,1398,E033,67
6991,1399,P044,52
6992,1399,F033,45
6993,1399,T024,97
6994,1399,P034,66
6995,1399,E034,70
6996,1400,P045,25
6997,1400,F034,77
6998,1400,T025,14
6999,1400,P035,58
7000,1400,E035,30
7001,1401,P046,61
7002,1401,F035,91
7003,1401,T100,97
7004,1401,P036,30
7005,1401,E036,53
7006,1402,R001,72
7007,1402,H011,41
7008,1402,C001,88
7009,1402,P037,40
7010,1402,F020,10
7011,1403,R002,60
7012,1403,H012,32
7013,1403,C002,54
7014,1403,P038,34
7015,1403,F021,86
7016,1404,S010,94
7017,1404,H013,57
7018,1404,C003,34
7019,1404,P039,83
7020,1404,F022,95
7021,1405,S011,81
7022,1405,H014,18
7023,1405,C004,53
7024,1405,P040,25
7025,1405,F023,28
7026,1406,S012,46
7027,1406,H031,76
7028,1406,C005,61
7029,1406,P041,31
7030,1406,F024,72
7031,1407,S020,77
7032,1407,H032,70
7033,1407,C006,68
7034,1407,P042,76
7035,1407,F031,85
7036,1408,S021,47
7037,1408,H033,54
7038,1408,E001,82
7039,1408,P043,49
7040,1408,F032,97
7041,1409,S022,26
7042,1409,P010,39
7043,1409,E002,40
7044,1409,P044,75
7045,1409,F033,71
7046,1410,S023,72
7047,1410,P011,12
7048,1410,E003,16
7049,1410,P045,39
7050,1410,F034,16
7051,1411,S040,64
7052,1411,P012,46
7053,1411,E004,41
7054,1411,P046,49
7055,1411,F035,47
7056,1412,S041,81
7057,1412,P013,70
7058,1412,E005,15
7059,1412,R001,45
7060,1412,H011,84
7061,1413,S100,98
7062,1413,P014,80
7063,1413,E006,35
7064,1413,R002,42
7065,1413,H012,75
7066,1414,S101,45
7067,1414,P015,57
7068,1414,E007,98
7069,1414,S010,52
7070,1414,H013,92
7071,1415,T001,12
7072,1415,P016,28
7073,1415,E008,70
7074,1415,S011,75
7075,1415,H014,47
7076,1416,T002,57
7077,1416,P020,61
7078,1416,E020,60
7079,1416,S012,74
7080,1416,H031,51
7081,1417,T003,22
7082,1417,P021,32
7083,1417,E021,95
7084,1417,S020,27
7085,1417,H032,75
7086,1418,T020,59
7087,1418,P030,50
7088,1418,E030,28
7089,1418,S021,41
7090,1418,H033,20
7091,1419,T021,12
7092,1419,P031,49
7093,1419,E031,31
7094,1419,S022,97
7095,1419,P010,66
7096,1420,T022,73
7097,1420,P032,15
7098,1420,E032,18
7099,1420,S023,88
7100,1420,P011,28
7101,1421,T023,39
7102,1421,P033,80
7103,1421,E033,16
7104,1421,S040,82
7105,1421,P012,77
7106,1422,T024,48
7107,1422,P034,22
7108,1422,E034,14
7109,1422,S041,28
7110,1422,P013,65
7111,1423,T025,57
7112,1423,P035,16
7113,1423,E035,48
7114,1423,S100,63
7115,1423,P014,76
7116,1424,T100,76
7117,1424,P036,44
7118,1424,E036,23
7119,1424,S101,10
7120,1424,P015,74
7121,1425,C001,29
7122,1425,P037,26
7123,1425,F020,39
7124,1425,T001,52
7125,1425,P016,63
7126,1426,C002,78
7127,1426,P038,60
7128,1426,F021,40
7129,1426,T002,67
7130,1426,P020,44
7131,1427,C003,22
7132,1427,P039,69
7133,1427,F022,29
7134,1427,T003,13
7135,1427,P021,92
7136,1428,C004,54
7137,1428,P040,40
7138,1428,F023,14
7139,1428,T020,94
7140,1428,P030,27
7141,1429,C005,40
7142,1429,P041,91
7143,1429,F024,31
7144,1429,T021,55
7145,1429,P031,66
7146,1430,C006,75
7147,1430,P042,24
7148,1430,F031,25
7149,1430,T022,72
7150,1430,P032,38
7151,1431,E001,16
7152,1431,P043,61
7153,1431,F032,53
7154,1431,T023,46
7155,1431,P033,29
7156,1432,E002,88
7157,1432,P044,49
7158,1432,F033,83
7159,1432,T024,34
7160,1432,P034,93
7161,1433,E003,96
7162,1433,P045,100
7163,1433,F034,33
7164,1433,T025,66
7165,1433,P035,29
7166,1434,E004,90
7167,1434,P046,17
7168,1434,F035,28
7169,1434,T100,22
7170,1434,P036,33
7171,1435,E005,91
7172,1435,R001,34
7173,1435,H011,38
7174,1435,C001,93
7175,1435,P037,77
7176,1436,E006,63
7177,1436,R002,54
7178,1436,H012,11
7179,1436,C002,17
7180,1436,P038,54
7181,1437,E007,85
7182,1437,S010,69
7183,1437,H013,42
7184,1437,C003,59
7185,1437,P039,48
7186,1438,E008,43
7187,1438,S011,44
7188,1438,H014,13
7189,1438,C004,46
7190,1438,P040,75
7191,1439,E020,80
7192,1439,S012,100
7193,1439,H031,14
7194,1439,C005,16
7195,1439,P041,30
7196,1440,E021,23
7197,1440,S020,11
7198,1440,H032,31
7199,1440,C006,53
7200,1440,P042,72
7201,1441,E030,34
7202,1441,S021,59
7203,1441,H033,65
7204,1441,E001,100
7205,1441,P043,16
7206,1442,E031,29
7207,1442,S022,50
7208,1442,P010,49
7209,1442,E002,78
7210,1442,P044,73
7211,1443,E032,31
7212,1443,S023,91
7213,1443,P011,21
7214,1443,E003,82
7215,1443,P045,77
7216,1444,E033,27
7217,1444,S040,69
7218,1444,P012,43
7219,1444,E004,87
7220,1444,P046,62
7221,1445,E034,72
7222,1445,S041,39
7223,1445,P013,73
7224,1445,E005,98
7225,1445,R001,52
7226,1446,E035,39
7227,1446,S100,35
7228,1446,P014,17
7229,1446,E006,51
7230,1446,R002,33
7231,1447,E036,21
7232,1447,S101,42
7233,1447,P015,41
7234,1447,E007,94
