Purchase_Order_Id,Emp_Id,Supplier,Order_Date,Expected_Delivery_Date,Status
605,EMP04,,21/9/2018,26/9/2018,
606,EMP07,,21/9/2018,26/9/2018,
607,EMP06,,21/9/2018,26/9/2018,
608,EMP01,,21/9/2018,26/9/2018,
609,EMP08,,21/9/2018,26/9/2018,
610,EMP04,,21/9/2018,26/9/2018,
611,EMP06,,22/9/2018,27/9/2018,
612,EMP05,,22/9/2018,27/9/2018,
613,EMP06,,22/9/2018,27/9/2018,
614,EMP03,,22/9/2018,27/9/2018,
615,EMP07,,22/9/2018,27/9/2018,
616,EMP01,,22/9/2018,27/9/2018,
617,EMP01,,22/9/2018,27/9/2018,
618,EMP07,,22/9/2018,27/9/2018,
619,EMP07,,22/9/2018,27/9/2018,
620,EMP01,,22/9/2018,27/9/2018,
621,EMP07,,22/9/2018,27/9/2018,
622,EMP03,,22/9/2018,27/9/2018,
623,EMP03,,23/9/2018,28/9/2018,
624,EMP03,,23/9/2018,28/9/2018,
625,EMP01,,23/9/2018,28/9/2018,
626,EMP05,,23/9/2018,28/9/2018,
627,EMP01,,23/9/2018,28/9/2018,
628,EMP02,,23/9/2018,28/9/2018,
629,EMP04,,23/9/2018,28/9/2018,
630,EMP03,,23/9/2018,28/9/2018,
631,EMP01,,23/9/2018,28/9/2018,
632,EMP04,,23/9/2018,28/9/2018,
633,EMP08,,23/9/2018,28/9/2018,
634,EMP03,,23/9/2018,28/9/2018,
635,EMP03,,23/9/2018,28/9/2018,
636,EMP05,,24/9/2018,29/9/2018,
637,EMP07,,24/9/2018,29/9/2018,
638,EMP05,,24/9/2018,29/9/2018,
639,EMP07,,24/9/2018,29/9/2018,
640,EMP08,,24/9/2018,29/9/2018,
641,EMP05,,24/9/2018,29/9/2018,
642,EMP01,,24/9/2018,29/9/2018,
643,EMP07,,24/9/2018,29/9/2018,
644,EMP06,,24/9/2018,29/9/2018,
645,EMP06,,24/9/2018,29/9/2018,
646,EMP01,,24/9/2018,29/9/2018,
647,EMP05,,24/9/2018,29/9/2018,
648,EMP08,,24/9/2018,29/9/2018,
649,EMP02,,24/9/2018,29/9/2018,
650,EMP04,,25/9/2018,30/9/2018,
651,EMP03,,25/9/2018,30/9/2018,
652,EMP07,,25/9/2018,30/9/2018,
653,EMP08,,25/9/2018,30/9/2018,
654,EMP08,,25/9/2018,30/9/2018,
655,EMP05,,25/9/2018,30/9/2018,
656,EMP07,,25/9/2018,30/9/2018,
657,EMP04,,25/9/2018,30/9/2018,
658,EMP01,,25/9/2018,30/9/2018,
659,EMP01,,25/9/2018,30/9/2018,
660,EMP06,,25/9/2018,30/9/2018,
661,EMP01,,25/9/2018,30/9/2018,
662,EMP03,,25/9/2018,30/9/2018,
663,EMP07,,25/9/2018,30/9/2018,
664,EMP08,,26/9/2018,1/10/2018,
665,EMP01,,26/9/2018,1/10/2018,
666,EMP08,,26/9/2018,1/10/2018,
667,EMP05,,26/9/2018,1/10/2018,
668,EMP08,,26/9/2018,1/10/2018,
669,EMP04,,26/9/2018,1/10/2018,
670,EMP03,,26/9/2018,1/10/2018,
671,EMP08,,26/9/2018,1/10/2018,
672,EMP01,,26/9/2018,1/10/2018,
673,EMP03,,26/9/2018,1/10/2018,
674,EMP08,,26/9/2018,1/10/2018,
675,EMP01,,26/9/2018,1/10/2018,
676,EMP04,,26/9/2018,1/10/2018,
677,EMP07,,26/9/2018,1/10/2018,
678,EMP08,,27/9/2018,2/10/2018,
679,EMP08,,27/9/2018,2/10/2018,
680,EMP04,,27/9/2018,2/10/2018,
681,EMP03,,27/9/2018,2/10/2018,
682,EMP03,,27/9/2018,2/10/2018,
683,EMP08,,27/9/2018,2/10/2018,
684,EMP07,,27/9/2018,2/10/2018,
685,EMP03,,27/9/2018,2/10/2018,
686,EMP08,,27/9/2018,2/10/2018,
687,EMP03,,27/9/2018,2/10/2018,
688,EMP03,,27/9/2018,2/10/2018,
689,EMP03,,27/9/2018,2/10/2018,
690,EMP03,,27/9/2018,2/10/2018,
691,EMP03,,27/9/2018,2/10/2018,
692,EMP02,,27/9/2018,2/10/2018,
693,EMP01,,28/9/2018,3/10/2018,
694,EMP01,,28/9/2018,3/10/2018,
695,EMP03,,28/9/2018,3/10/2018,
696,EMP07,,28/9/2018,3/10/2018,
697,EMP02,,28/9/2018,3/10/2018,
698,EMP08,,28/9/2018,3/10/2018,
699,EMP07,,28/9/2018,3/10/2018,
700,EMP07,,28/9/2018,3/10/2018,
701,EMP03,,28/9/2018,3/10/2018,
702,EMP07,,28/9/2018,3/10/2018,
703,EMP03,,28/9/2018,3/10/2018,
704,EMP08,,28/9/2018,3/10/2018,
705,EMP04,,28/9/2018,3/10/2018,
706,EMP08,,28/9/2018,3/10/2018,
707,EMP05,,28/9/2018,3/10/2018,
708,EMP05,,28/9/2018,3/10/2018,
709,EMP05,,28/9/2018,3/10/2018,
710,EMP03,,29/9/2018,4/10/2018,
711,EMP01,,29/9/2018,4/10/2018,
712,EMP07,,29/9/2018,4/10/2018,
713,EMP01,,29/9/2018,4/10/2018,
714,EMP01,,29/9/2018,4/10/2018,
715,EMP07,,29/9/2018,4/10/2018,
716,EMP07,,29/9/2018,4/10/2018,
717,EMP05,,29/9/2018,4/10/2018,
718,EMP02,,29/9/2018,4/10/2018,
719,EMP03,,29/9/2018,4/10/2018,
720,EMP08,,29/9/2018,4/10/2018,
721,EMP07,,29/9/2018,4/10/2018,
722,EMP05,,29/9/2018,4/10/2018,
723,EMP03,,29/9/2018,4/10/2018,
724,EMP06,,30/9/2018,5/10/2018,
725,EMP01,,30/9/2018,5/10/2018,
726,EMP08,,30/9/2018,5/10/2018,
727,EMP03,,30/9/2018,5/10/2018,
728,EMP02,,30/9/2018,5/10/2018,
729,EMP08,,30/9/2018,5/10/2018,
730,EMP02,,30/9/2018,5/10/2018,
731,EMP05,,30/9/2018,5/10/2018,
732,EMP01,,30/9/2018,5/10/2018,
733,EMP08,,1/10/2018,6/10/2018,
734,EMP03,,1/10/2018,6/10/2018,
735,EMP08,,1/10/2018,6/10/2018,
736,EMP04,,1/10/2018,6/10/2018,
737,EMP06,,1/10/2018,6/10/2018,
738,EMP03,,1/10/2018,6/10/2018,
739,EMP03,,1/10/2018,6/10/2018,
740,EMP01,,2/10/2018,7/10/2018,
741,EMP04,,2/10/2018,7/10/2018,
742,EMP05,,2/10/2018,7/10/2018,
743,EMP01,,2/10/2018,7/10/2018,
744,EMP08,,2/10/2018,7/10/2018,
745,EMP08,,2/10/2018,7/10/2018,
746,EMP02,,2/10/2018,7/10/2018,
747,EMP07,,2/10/2018,7/10/2018,
748,EMP07,,2/10/2018,7/10/2018,
749,EMP01,,2/10/2018,7/10/2018,
750,EMP07,,2/10/2018,7/10/2018,
751,EMP08,,3/10/2018,8/10/2018,
752,EMP03,,3/10/2018,8/10/2018,
753,EMP03,,3/10/2018,8/10/2018,
754,EMP01,,3/10/2018,8/10/2018,
755,EMP06,,3/10/2018,8/10/2018,
756,EMP06,,3/10/2018,8/10/2018,
757,EMP07,,3/10/2018,8/10/2018,
758,EMP07,,3/10/2018,8/10/2018,
759,EMP03,,3/10/2018,8/10/2018,
760,EMP06,,3/10/2018,8/10/2018,
761,EMP08,,3/10/2018,8/10/2018,
762,EMP01,,4/10/2018,9/10/2018,
763,EMP03,,4/10/2018,9/10/2018,
764,EMP07,,4/10/2018,9/10/2018,
765,EMP06,,4/10/2018,9/10/2018,
766,EMP08,,4/10/2018,9/10/2018,
767,EMP07,,4/10/2018,9/10/2018,
768,EMP07,,5/10/2018,10/10/2018,
769,EMP08,,5/10/2018,10/10/2018,
770,EMP02,,5/10/2018,10/10/2018,
771,EMP05,,5/10/2018,10/10/2018,
772,EMP08,,5/10/2018,10/10/2018,
773,EMP05,,5/10/2018,10/10/2018,
774,EMP07,,5/10/2018,10/10/2018,
775,EMP04,,6/10/2018,11/10/2018,
776,EMP03,,6/10/2018,11/10/2018,
777,EMP08,,6/10/2018,11/10/2018,
778,EMP02,,6/10/2018,11/10/2018,
779,EMP01,,6/10/2018,11/10/2018,
780,EMP04,,6/10/2018,11/10/2018,
781,EMP08,,6/10/2018,11/10/2018,
782,EMP01,,6/10/2018,11/10/2018,
783,EMP02,,6/10/2018,11/10/2018,
784,EMP03,,6/10/2018,11/10/2018,
785,EMP07,,6/10/2018,11/10/2018,
786,EMP07,,6/10/2018,11/10/2018,
787,EMP01,,6/10/2018,11/10/2018,
788,EMP02,,6/10/2018,11/10/2018,
789,EMP02,,6/10/2018,11/10/2018,
790,EMP03,,7/10/2018,12/10/2018,
791,EMP02,,7/10/2018,12/10/2018,
792,EMP04,,7/10/2018,12/10/2018,
793,EMP01,,7/10/2018,12/10/2018,
794,EMP01,,7/10/2018,12/10/2018,
795,EMP02,,7/10/2018,12/10/2018,
796,EMP03,,7/10/2018,12/10/2018,
797,EMP06,,7/10/2018,12/10/2018,
798,EMP03,,7/10/2018,12/10/2018,
799,EMP07,,7/10/2018,12/10/2018,
800,EMP01,,7/10/2018,12/10/2018,
801,EMP05,,7/10/2018,12/10/2018,
802,EMP01,,7/10/2018,12/10/2018,
803,EMP01,,7/10/2018,12/10/2018,
804,EMP03,,7/10/2018,12/10/2018,
805,EMP02,,8/10/2018,13/10/2018,
806,EMP05,,8/10/2018,13/10/2018,
807,EMP04,,8/10/2018,13/10/2018,
808,EMP04,,8/10/2018,13/10/2018,
809,EMP08,,8/10/2018,13/10/2018,
810,EMP08,,8/10/2018,13/10/2018,
811,EMP03,,8/10/2018,13/10/2018,
812,EMP08,,8/10/2018,13/10/2018,
813,EMP04,,8/10/2018,13/10/2018,
814,EMP01,,8/10/2018,13/10/2018,
815,EMP08,,8/10/2018,13/10/2018,
816,EMP04,,8/10/2018,13/10/2018,
817,EMP07,,8/10/2018,13/10/2018,
818,EMP05,,8/10/2018,13/10/2018,
819,EMP07,,8/10/2018,13/10/2018,
820,EMP04,,9/10/2018,14/10/2018,
821,EMP01,,9/10/2018,14/10/2018,
822,EMP04,,9/10/2018,14/10/2018,
823,EMP05,,9/10/2018,14/10/2018,
824,EMP02,,9/10/2018,14/10/2018,
825,EMP03,,9/10/2018,14/10/2018,
826,EMP05,,9/10/2018,14/10/2018,
827,EMP07,,9/10/2018,14/10/2018,
828,EMP04,,9/10/2018,14/10/2018,
829,EMP06,,9/10/2018,14/10/2018,
830,EMP08,,9/10/2018,14/10/2018,
831,EMP07,,9/10/2018,14/10/2018,
832,EMP08,,10/10/2018,15/10/2018,
833,EMP01,,10/10/2018,15/10/2018,
834,EMP08,,10/10/2018,15/10/2018,
835,EMP07,,10/10/2018,15/10/2018,
836,EMP06,,10/10/2018,15/10/2018,
837,EMP01,,10/10/2018,15/10/2018,
838,EMP08,,10/10/2018,15/10/2018,
839,EMP07,,11/10/2018,16/10/2018,
840,EMP05,,11/10/2018,16/10/2018,
841,EMP01,,11/10/2018,16/10/2018,
842,EMP07,,11/10/2018,16/10/2018,
843,EMP01,,11/10/2018,16/10/2018,
844,EMP03,,11/10/2018,16/10/2018,
845,EMP03,,11/10/2018,16/10/2018,
846,EMP07,,11/10/2018,16/10/2018,
847,EMP03,,12/10/2018,17/10/2018,
848,EMP05,,12/10/2018,17/10/2018,
849,EMP07,,12/10/2018,17/10/2018,
850,EMP08,,12/10/2018,17/10/2018,
851,EMP01,,12/10/2018,17/10/2018,
852,EMP03,,12/10/2018,17/10/2018,
853,EMP08,,12/10/2018,17/10/2018,
854,EMP06,,12/10/2018,17/10/2018,
855,EMP03,,12/10/2018,17/10/2018,
856,EMP03,,12/10/2018,17/10/2018,
857,EMP02,,12/10/2018,17/10/2018,
858,EMP02,,12/10/2018,17/10/2018,
859,EMP04,,12/10/2018,17/10/2018,
860,EMP03,,12/10/2018,17/10/2018,
861,EMP02,,13/10/2018,18/10/2018,
862,EMP08,,13/10/2018,18/10/2018,
863,EMP01,,13/10/2018,18/10/2018,
864,EMP03,,13/10/2018,18/10/2018,
865,EMP03,,13/10/2018,18/10/2018,
866,EMP03,,13/10/2018,18/10/2018,
867,EMP03,,13/10/2018,18/10/2018,
868,EMP06,,13/10/2018,18/10/2018,
869,EMP05,,13/10/2018,18/10/2018,
870,EMP01,,13/10/2018,18/10/2018,
871,EMP05,,13/10/2018,18/10/2018,
872,EMP01,,13/10/2018,18/10/2018,
873,EMP03,,13/10/2018,18/10/2018,
874,EMP02,,13/10/2018,18/10/2018,
875,EMP03,,14/10/2018,19/10/2018,
876,EMP01,,14/10/2018,19/10/2018,
877,EMP04,,14/10/2018,19/10/2018,
878,EMP08,,14/10/2018,19/10/2018,
879,EMP03,,14/10/2018,19/10/2018,
880,EMP08,,15/10/2018,20/10/2018,
881,EMP08,,15/10/2018,20/10/2018,
882,EMP02,,15/10/2018,20/10/2018,
883,EMP03,,15/10/2018,20/10/2018,
884,EMP04,,15/10/2018,20/10/2018,
885,EMP08,,15/10/2018,20/10/2018,
886,EMP03,,15/10/2018,20/10/2018,
887,EMP02,,15/10/2018,20/10/2018,
888,EMP07,,15/10/2018,20/10/2018,
889,EMP01,,15/10/2018,20/10/2018,
890,EMP01,,15/10/2018,20/10/2018,
891,EMP08,,15/10/2018,20/10/2018,
892,EMP06,,16/10/2018,21/10/2018,
893,EMP03,,16/10/2018,21/10/2018,
894,EMP04,,16/10/2018,21/10/2018,
895,EMP01,,16/10/2018,21/10/2018,
896,EMP08,,16/10/2018,21/10/2018,
897,EMP07,,16/10/2018,21/10/2018,
898,EMP05,,16/10/2018,21/10/2018,
899,EMP07,,16/10/2018,21/10/2018,
900,EMP02,,16/10/2018,21/10/2018,
901,EMP05,,16/10/2018,21/10/2018,
902,EMP03,,16/10/2018,21/10/2018,
903,EMP06,,17/10/2018,22/10/2018,
904,EMP01,,17/10/2018,22/10/2018,
905,EMP03,,17/10/2018,22/10/2018,
906,EMP03,,17/10/2018,22/10/2018,
907,EMP07,,17/10/2018,22/10/2018,
908,EMP07,,17/10/2018,22/10/2018,
909,EMP04,,17/10/2018,22/10/2018,
910,EMP08,,17/10/2018,22/10/2018,
911,EMP04,,17/10/2018,22/10/2018,
912,EMP08,,17/10/2018,22/10/2018,
913,EMP03,,17/10/2018,22/10/2018,
914,EMP01,,17/10/2018,22/10/2018,
915,EMP07,,17/10/2018,22/10/2018,
916,EMP03,,17/10/2018,22/10/2018,
917,EMP05,,17/10/2018,22/10/2018,
918,EMP08,,17/10/2018,22/10/2018,
919,EMP05,,17/10/2018,22/10/2018,
920,EMP03,,17/10/2018,22/10/2018,
921,EMP01,,17/10/2018,22/10/2018,
922,EMP01,,18/10/2018,23/10/2018,
923,EMP01,,18/10/2018,23/10/2018,
924,EMP01,,18/10/2018,23/10/2018,
925,EMP05,,18/10/2018,23/10/2018,
926,EMP08,,18/10/2018,23/10/2018,
927,EMP03,,18/10/2018,23/10/2018,
928,EMP05,,18/10/2018,23/10/2018,
929,EMP01,,18/10/2018,23/10/2018,
930,EMP07,,18/10/2018,23/10/2018,
931,EMP05,,18/10/2018,23/10/2018,
932,EMP01,,18/10/2018,23/10/2018,
933,EMP01,,18/10/2018,23/10/2018,
934,EMP07,,19/10/2018,24/10/2018,
935,EMP01,,19/10/2018,24/10/2018,
936,EMP02,,19/10/2018,24/10/2018,
937,EMP07,,19/10/2018,24/10/2018,
938,EMP07,,19/10/2018,24/10/2018,
939,EMP06,,19/10/2018,24/10/2018,
940,EMP07,,19/10/2018,24/10/2018,
941,EMP05,,19/10/2018,24/10/2018,
942,EMP01,,19/10/2018,24/10/2018,
943,EMP02,,19/10/2018,24/10/2018,
944,EMP08,,20/10/2018,25/10/2018,
945,EMP07,,20/10/2018,25/10/2018,
946,EMP04,,20/10/2018,25/10/2018,
947,EMP06,,20/10/2018,25/10/2018,
948,EMP05,,20/10/2018,25/10/2018,
949,EMP06,,20/10/2018,25/10/2018,
950,EMP07,,20/10/2018,25/10/2018,
951,EMP03,,20/10/2018,25/10/2018,
952,EMP03,,20/10/2018,25/10/2018,
953,EMP03,,20/10/2018,25/10/2018,
954,EMP07,,20/10/2018,25/10/2018,
955,EMP01,,20/10/2018,25/10/2018,
956,EMP04,,20/10/2018,25/10/2018,
957,EMP03,,20/10/2018,25/10/2018,
958,EMP08,,21/10/2018,26/10/2018,
959,EMP04,,21/10/2018,26/10/2018,
960,EMP03,,21/10/2018,26/10/2018,
961,EMP03,,21/10/2018,26/10/2018,
962,EMP07,,21/10/2018,26/10/2018,
963,EMP03,,21/10/2018,26/10/2018,
964,EMP05,,21/10/2018,26/10/2018,
965,EMP07,,21/10/2018,26/10/2018,
966,EMP01,,21/10/2018,26/10/2018,
967,EMP06,,21/10/2018,26/10/2018,
968,EMP02,,21/10/2018,26/10/2018,
969,EMP05,,21/10/2018,26/10/2018,
970,EMP08,,21/10/2018,26/10/2018,
971,EMP02,,22/10/2018,27/10/2018,
972,EMP01,,22/10/2018,27/10/2018,
973,EMP04,,22/10/2018,27/10/2018,
974,EMP08,,22/10/2018,27/10/2018,
975,EMP03,,22/10/2018,27/10/2018,
976,EMP08,,22/10/2018,27/10/2018,
977,EMP04,,22/10/2018,27/10/2018,
978,EMP08,,22/10/2018,27/10/2018,
979,EMP07,,22/10/2018,27/10/2018,
980,EMP04,,22/10/2018,27/10/2018,
981,EMP08,,22/10/2018,27/10/2018,
982,EMP04,,22/10/2018,27/10/2018,
983,EMP02,,22/10/2018,27/10/2018,
984,EMP05,,22/10/2018,27/10/2018,
985,EMP01,,22/10/2018,27/10/2018,
986,EMP03,,22/10/2018,27/10/2018,
987,EMP06,,22/10/2018,27/10/2018,
988,EMP07,,23/10/2018,28/10/2018,
989,EMP01,,23/10/2018,28/10/2018,
990,EMP01,,23/10/2018,28/10/2018,
991,EMP02,,23/10/2018,28/10/2018,
992,EMP06,,23/10/2018,28/10/2018,
993,EMP03,,23/10/2018,28/10/2018,
994,EMP07,,23/10/2018,28/10/2018,
995,EMP06,,23/10/2018,28/10/2018,
996,EMP03,,24/10/2018,29/10/2018,
997,EMP04,,24/10/2018,29/10/2018,
998,EMP04,,24/10/2018,29/10/2018,
999,EMP08,,24/10/2018,29/10/2018,
1000,EMP07,,24/10/2018,29/10/2018,
1001,EMP06,,24/10/2018,29/10/2018,
1002,EMP01,,24/10/2018,29/10/2018,
1003,EMP03,,24/10/2018,29/10/2018,
1004,EMP02,,24/10/2018,29/10/2018,
1005,EMP04,,24/10/2018,29/10/2018,
1006,EMP02,,24/10/2018,29/10/2018,
1007,EMP07,,24/10/2018,29/10/2018,
1008,EMP08,,25/10/2018,30/10/2018,
1009,EMP03,,25/10/2018,30/10/2018,
1010,EMP08,,25/10/2018,30/10/2018,
1011,EMP01,,25/10/2018,30/10/2018,
1012,EMP08,,25/10/2018,30/10/2018,
1013,EMP07,,25/10/2018,30/10/2018,
1014,EMP06,,25/10/2018,30/10/2018,
1015,EMP04,,25/10/2018,30/10/2018,
1016,EMP07,,25/10/2018,30/10/2018,
1017,EMP04,,25/10/2018,30/10/2018,
1018,EMP03,,25/10/2018,30/10/2018,
1019,EMP01,,25/10/2018,30/10/2018,
1020,EMP08,,26/10/2018,31/10/2018,
1021,EMP06,,26/10/2018,31/10/2018,
1022,EMP03,,26/10/2018,31/10/2018,
1023,EMP01,,26/10/2018,31/10/2018,
1024,EMP04,,26/10/2018,31/10/2018,
1025,EMP01,,26/10/2018,31/10/2018,
1026,EMP01,,26/10/2018,31/10/2018,
1027,EMP04,,26/10/2018,31/10/2018,
1028,EMP08,,26/10/2018,31/10/2018,
1029,EMP06,,26/10/2018,31/10/2018,
1030,EMP06,,26/10/2018,31/10/2018,
1031,EMP08,,26/10/2018,31/10/2018,
1032,EMP01,,26/10/2018,31/10/2018,
1033,EMP07,,26/10/2018,31/10/2018,
1034,EMP02,,27/10/2018,1/11/2018,
1035,EMP02,,27/10/2018,1/11/2018,
1036,EMP08,,27/10/2018,1/11/2018,
1037,EMP08,,27/10/2018,1/11/2018,
1038,EMP01,,27/10/2018,1/11/2018,
1039,EMP04,,27/10/2018,1/11/2018,
1040,EMP07,,27/10/2018,1/11/2018,
1041,EMP06,,27/10/2018,1/11/2018,
1042,EMP04,,27/10/2018,1/11/2018,
1043,EMP08,,27/10/2018,1/11/2018,
1044,EMP08,,28/10/2018,2/11/2018,
1045,EMP01,,28/10/2018,2/11/2018,
1046,EMP03,,28/10/2018,2/11/2018,
1047,EMP04,,28/10/2018,2/11/2018,
1048,EMP05,,28/10/2018,2/11/2018,
1049,EMP01,,28/10/2018,2/11/2018,
1050,EMP06,,28/10/2018,2/11/2018,
1051,EMP03,,28/10/2018,2/11/2018,
1052,EMP07,,28/10/2018,2/11/2018,
1053,EMP02,,28/10/2018,2/11/2018,
1054,EMP04,,29/10/2018,3/11/2018,
1055,EMP07,,29/10/2018,3/11/2018,
1056,EMP07,,29/10/2018,3/11/2018,
1057,EMP03,,29/10/2018,3/11/2018,
1058,EMP03,,29/10/2018,3/11/2018,
1059,EMP04,,29/10/2018,3/11/2018,
1060,EMP04,,29/10/2018,3/11/2018,
1061,EMP02,,29/10/2018,3/11/2018,
1062,EMP01,,29/10/2018,3/11/2018,
1063,EMP01,,29/10/2018,3/11/2018,
1064,EMP02,,29/10/2018,3/11/2018,
1065,EMP04,,29/10/2018,3/11/2018,
1066,EMP04,,29/10/2018,3/11/2018,
1067,EMP08,,29/10/2018,3/11/2018,
1068,EMP06,,29/10/2018,3/11/2018,
1069,EMP05,,30/10/2018,4/11/2018,
1070,EMP04,,30/10/2018,4/11/2018,
1071,EMP03,,30/10/2018,4/11/2018,
1072,EMP03,,30/10/2018,4/11/2018,
1073,EMP03,,30/10/2018,4/11/2018,
1074,EMP03,,30/10/2018,4/11/2018,
1075,EMP03,,30/10/2018,4/11/2018,
1076,EMP05,,30/10/2018,4/11/2018,
1077,EMP07,,30/10/2018,4/11/2018,
1078,EMP03,,30/10/2018,4/11/2018,
1079,EMP08,,30/10/2018,4/11/2018,
1080,EMP04,,30/10/2018,4/11/2018,
1081,EMP07,,30/10/2018,4/11/2018,
1082,EMP05,,30/10/2018,4/11/2018,
1083,EMP01,,30/10/2018,4/11/2018,
1084,EMP01,,31/10/2018,5/11/2018,
1085,EMP07,,31/10/2018,5/11/2018,
1086,EMP02,,31/10/2018,5/11/2018,
1087,EMP02,,31/10/2018,5/11/2018,
1088,EMP05,,31/10/2018,5/11/2018,
1089,EMP08,,31/10/2018,5/11/2018,
1090,EMP06,,31/10/2018,5/11/2018,
1091,EMP07,,31/10/2018,5/11/2018,
1092,EMP08,,31/10/2018,5/11/2018,
1093,EMP02,,31/10/2018,5/11/2018,
1094,EMP04,,31/10/2018,5/11/2018,
1095,EMP04,,31/10/2018,5/11/2018,
1096,EMP04,,31/10/2018,5/11/2018,
1097,EMP06,,31/10/2018,5/11/2018,
1098,EMP08,,31/10/2018,5/11/2018,
1099,EMP02,,1/11/2018,6/11/2018,
1100,EMP05,,1/11/2018,6/11/2018,
1101,EMP08,,1/11/2018,6/11/2018,
1102,EMP01,,1/11/2018,6/11/2018,
1103,EMP07,,1/11/2018,6/11/2018,
1104,EMP05,,1/11/2018,6/11/2018,
1105,EMP07,,1/11/2018,6/11/2018,
1106,EMP04,,1/11/2018,6/11/2018,
1107,EMP03,,1/11/2018,6/11/2018,
1108,EMP03,,1/11/2018,6/11/2018,
1109,EMP01,,1/11/2018,6/11/2018,
1110,EMP07,,2/11/2018,7/11/2018,
1111,EMP05,,2/11/2018,7/11/2018,
1112,EMP07,,2/11/2018,7/11/2018,
1113,EMP08,,2/11/2018,7/11/2018,
1114,EMP07,,2/11/2018,7/11/2018,
1115,EMP03,,2/11/2018,7/11/2018,
1116,EMP01,,2/11/2018,7/11/2018,
1117,EMP03,,2/11/2018,7/11/2018,
1118,EMP03,,2/11/2018,7/11/2018,
1119,EMP05,,3/11/2018,8/11/2018,
1120,EMP07,,3/11/2018,8/11/2018,
1121,EMP04,,3/11/2018,8/11/2018,
1122,EMP05,,3/11/2018,8/11/2018,
1123,EMP03,,3/11/2018,8/11/2018,
1124,EMP03,,3/11/2018,8/11/2018,
1125,EMP01,,4/11/2018,9/11/2018,
1126,EMP06,,4/11/2018,9/11/2018,
1127,EMP01,,4/11/2018,9/11/2018,
1128,EMP05,,4/11/2018,9/11/2018,
1129,EMP01,,4/11/2018,9/11/2018,
1130,EMP07,,4/11/2018,9/11/2018,
1131,EMP04,,4/11/2018,9/11/2018,
1132,EMP03,,4/11/2018,9/11/2018,
1133,EMP03,,4/11/2018,9/11/2018,
1134,EMP05,,4/11/2018,9/11/2018,
1135,EMP04,,4/11/2018,9/11/2018,
1136,EMP03,,5/11/2018,10/11/2018,
1137,EMP01,,5/11/2018,10/11/2018,
1138,EMP06,,5/11/2018,10/11/2018,
1139,EMP01,,5/11/2018,10/11/2018,
1140,EMP04,,5/11/2018,10/11/2018,
1141,EMP01,,5/11/2018,10/11/2018,
1142,EMP03,,6/11/2018,11/11/2018,
1143,EMP08,,6/11/2018,11/11/2018,
1144,EMP08,,6/11/2018,11/11/2018,
1145,EMP03,,6/11/2018,11/11/2018,
1146,EMP07,,6/11/2018,11/11/2018,
1147,EMP08,,6/11/2018,11/11/2018,
1148,EMP07,,6/11/2018,11/11/2018,
1149,EMP03,,6/11/2018,11/11/2018,
1150,EMP04,,6/11/2018,11/11/2018,
1151,EMP03,,7/11/2018,12/11/2018,
1152,EMP03,,7/11/2018,12/11/2018,
1153,EMP03,,7/11/2018,12/11/2018,
1154,EMP04,,7/11/2018,12/11/2018,
1155,EMP04,,7/11/2018,12/11/2018,
1156,EMP06,,7/11/2018,12/11/2018,
1157,EMP06,,7/11/2018,12/11/2018,
1158,EMP04,,7/11/2018,12/11/2018,
1159,EMP08,,7/11/2018,12/11/2018,
1160,EMP08,,7/11/2018,12/11/2018,
1161,EMP04,,7/11/2018,12/11/2018,
1162,EMP03,,7/11/2018,12/11/2018,
1163,EMP03,,8/11/2018,13/11/2018,
1164,EMP04,,8/11/2018,13/11/2018,
1165,EMP04,,8/11/2018,13/11/2018,
1166,EMP04,,8/11/2018,13/11/2018,
1167,EMP07,,8/11/2018,13/11/2018,
1168,EMP03,,8/11/2018,13/11/2018,
1169,EMP07,,8/11/2018,13/11/2018,
1170,EMP03,,8/11/2018,13/11/2018,
1171,EMP01,,8/11/2018,13/11/2018,
1172,EMP04,,8/11/2018,13/11/2018,
1173,EMP07,,8/11/2018,13/11/2018,
1174,EMP03,,8/11/2018,13/11/2018,
1175,EMP03,,8/11/2018,13/11/2018,
1176,EMP07,,8/11/2018,13/11/2018,
1177,EMP08,,8/11/2018,13/11/2018,
1178,EMP06,,8/11/2018,13/11/2018,
1179,EMP01,,8/11/2018,13/11/2018,
1180,EMP07,,9/11/2018,14/11/2018,
1181,EMP03,,9/11/2018,14/11/2018,
1182,EMP01,,9/11/2018,14/11/2018,
1183,EMP08,,9/11/2018,14/11/2018,
1184,EMP07,,9/11/2018,14/11/2018,
1185,EMP01,,9/11/2018,14/11/2018,
1186,EMP04,,9/11/2018,14/11/2018,
1187,EMP08,,9/11/2018,14/11/2018,
1188,EMP01,,10/11/2018,15/11/2018,
1189,EMP08,,10/11/2018,15/11/2018,
1190,EMP08,,10/11/2018,15/11/2018,
1191,EMP01,,10/11/2018,15/11/2018,
1192,EMP07,,10/11/2018,15/11/2018,
1193,EMP01,,10/11/2018,15/11/2018,
1194,EMP06,,10/11/2018,15/11/2018,
1195,EMP07,,10/11/2018,15/11/2018,
1196,EMP06,,10/11/2018,15/11/2018,
1197,EMP07,,10/11/2018,15/11/2018,
1198,EMP03,,10/11/2018,15/11/2018,
1199,EMP03,,11/11/2018,16/11/2018,
1200,EMP01,,11/11/2018,16/11/2018,
1201,EMP07,,11/11/2018,16/11/2018,
